Hospital Name,Details Link,Address,City/Area,Description,Contact Info,Photos,Telephone,Email,Street Address
"That is, the T -Clinic - the center of the nose, the ear and the throat",https://healtheg.com/ar/Item/1119/اى-ان-تى-كلينيك---مركز-الانف-والاذن-والحنجرة,"123 Princess Dina Tower - Hassan Al -Mamoun St. - Floor 3, in front of the main door of Al -Ahly Club, Nasr City, Cairo",Cairo-Nasr Country,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,16368 - 0223546896 - 0223546826,,"123 Princess Dina Tower - Hassan Al -Mamoun St. - Floor 3, in front of the main door of Al -Ahly Club, Nasr City, Cairo"
ARR - Egypt Center for Hearing and Rehabilitation,https://healtheg.com/ar/Item/1106/اى-ايه-ار---مركز-مصر-للسمع-والتأهيل,"110 A St. 26 July, higher or mother for clothes, Zamalek, Cairo",Cairo-Zamalek,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0227361771 - 01005008553,,"110 A St. 26 July, higher or mother for clothes, Zamalek, Cairo"
Prime Klink - Palm Hills,https://healtheg.com/ar/Item/53696/برايم-كلينك---بالم-هيلز,"Street 88 - 6th of October, Cairo - Egypt",Giza-October,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0111 120 0825 - 0100 007 0535,,"Street 88 - 6th of October, Cairo - Egypt"
Prime Klink Hills - Northern Coast,https://healtheg.com/ar/Item/53695/برايم-كلينك-تلال---الساحل-الشمالي,Kilo Hills 142 North Coast - Egypt,North Coast-Sayyid Abdel Rahman,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0100 099 8282 - 0101 950 5555,,Kilo Hills 142 North Coast - Egypt
Easy Medical Tower,https://healtheg.com/ar/Item/1293/برج-ايزى-الطبى,"12 Mossadeq, Dokki, Giza",Giza-Al-Diqi,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0233364012 - 0233364013,,"12 Mossadeq, Dokki, Giza"
Parcum Smile,https://healtheg.com/ar/Item/1316/برفكت-سمايل,"19 Paradise Tower - Rushdie Pasha St. - Role 1, Rushdie, Alexandria",Alexandria-Rashidi,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,035442368,,"19 Paradise Tower - Rushdie Pasha St. - Role 1, Rushdie, Alexandria"
Pro Care,https://healtheg.com/ar/Item/274/برو-كير,"Inside the Medical Park Premier - in front of the Family Court - New Cairo, New Cairo, Cairo",Cairo-New Cairo,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0226184292 - 01200962696,,"Inside the Medical Park Premier - in front of the Family Court - New Cairo, New Cairo, Cairo"
Paradise signs,https://healtheg.com/ar/Item/57/بشائر-الجنة,"29-1 Buildings of the Saudi Company - Makkah St., branch from St. 306 - Saqr Quraish, in front of Al -Shaima School, Maadi, Cairo",Cairo-Maadi,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01116122663 - 01148141488 - 0225183849,,"29-1 Buildings of the Saudi Company - Makkah St., branch from St. 306 - Saqr Quraish, in front of Al -Shaima School, Maadi, Cairo"
Bleach Brett,https://healtheg.com/ar/Item/94/بليتش-بريت,"Omar Bin Al -Khattab St., inside Stars Center - the first stage - third floor, Heliopolis, Cairo",Cairo-Heliopolis,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01224147191,,"Omar Bin Al -Khattab St., inside Stars Center - the first stage - third floor, Heliopolis, Cairo"
Regional Blood Bank in Aswan,https://healtheg.com/ar/Item/1295/بنك-الدم-الاقليمى-بأسوان,"Al -Khazan Road, next to the General Authority for Health Insurance - Aswan, Downtown, Aswan",Aswan-Central Country,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0972326629,,"Al -Khazan Road, next to the General Authority for Health Insurance - Aswan, Downtown, Aswan"
Baby Clinic,https://healtheg.com/ar/Item/1566/بيبى-كلينيك,"Clock Square, Tanta, Western",Western-Tanta,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0403335190 - 01223516071,,"Clock Square, Tanta, Western"
Golden Group - Attia Musa,https://healtheg.com/ar/Item/1044/جولدن-جروب-–-عطية-موسى,Villa 291 a - Ammar bin Yasser St.,Cairo-New Cairo,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0226135541 - 01061099000 - 01121966664,,Villa 291 a - Ammar bin Yasser St.
Hayat Center - Women's Help and Health Help Center,https://healtheg.com/ar/Item/1139/حياة-سنتر---مركز-مساعدة-الانجاب-وصحة-المراة,"23 St. 10 Station Square - Role 1, the highest Zahran Group, Maadi, Cairo",Cairo-Maadi,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0223596169 - 01226292888,,"23 St. 10 Station Square - Role 1, the highest Zahran Group, Maadi, Cairo"
Dr. Mahmoud Al -Shami,https://healtheg.com/ar/Item/39592/د-/-محمود-الشامى,Egypt,North Coast-Hammam,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,046-4455606,MAHMOUDSSELSHAMI@HOTMAIL.COM,Egypt
Dr. Ahmed Al -Attar - generations of Klink for fertility and microscopic injection,https://healtheg.com/ar/Item/1572/د-أحمد-العطار---اجيال-كلينك-للخصوبة-والحقن-المجهرى,"269 ​​AH, the second gate, the pyramid, Giza",Giza-the pyramid,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0233808723 - 0233808721,,"269 ​​AH, the second gate, the pyramid, Giza"
DSJ,https://healtheg.com/ar/Item/1300/د-اس-جيه,"166 A. Sudan St., the highest Famina clothing store, engineers, Giza",Giza-Engineers,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0233043016 - 01000941412,,"166 A. Sudan St., the highest Famina clothing store, engineers, Giza"
Dr. Ayman Mohamed Abdel Rahman,https://healtheg.com/ar/Item/1176/د-ايمن-محمد-عبد-الرحمن,"Zizinia Tower - Al -Galaa St., in front of Benzina Ali Zaki, Zagazig, Eastern",Eastern-Zagazig,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0552329090 - 01020002105,,"Zizinia Tower - Al -Galaa St., in front of Benzina Ali Zaki, Zagazig, Eastern"
Dr. Hassan Abdel Salam - Indian hospitals,https://healtheg.com/ar/Item/3096/د-حسن-عبد-السلام---مستشفيات-اندلسية,"7 Muhammad Muhammad Mutawa St., branched from Sultan Hussein St., Al Shuwarat, Alexandria",Alexandria-Falls,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,16781,,"7 Muhammad Muhammad Mutawa St., branched from Sultan Hussein St., Al Shuwarat, Alexandria"
Dr. Zainab Al -Sobky,https://healtheg.com/ar/Item/106/د-زينب-السبكى,"44 Al -Qasr Al -Aini St., Qasr Al -Aini, Cairo",Cairo-Palace Al-Aini,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0227949992 - 01006110194,,"44 Al -Qasr Al -Aini St., Qasr Al -Aini, Cairo"
Dr. Abdel -Ati Al -Mannai,https://healtheg.com/ar/Item/1224/د-عبد-العاطى-المناعى,"113 October Buildings -before Diamond Mall, 6th of October, Giza",Giza-October,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01119300802 - 01021155560 - 01026696691 - 01111100801,,"113 October Buildings -before Diamond Mall, 6th of October, Giza"
Al -Shifa Specialized House,https://healtheg.com/ar/Item/1303/دار-الشفاء-التخصصى,"St. 6 branch from St. 45, Asafara Qibli, Alexandria",Alexandria-Asfara before me,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,035373752,,"St. 6 branch from St. 45, Asafara Qibli, Alexandria"
Al -Shifa House for Agency and kidney disease,https://healtheg.com/ar/Item/3294/دار-الشفاء-للغسيل-الكلوى-وامراض-الكلى,"Dream Tower - Suez Canal St., Mansoura, Dakahlia",Dakahlia-Mansoura,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0502334204,,"Dream Tower - Suez Canal St., Mansoura, Dakahlia"
Medicine,https://healtheg.com/ar/Item/1308/دار-الطب,"Al -Batratuchi St., next to Zahrat Al -Madina Hotel, Tanta, Western",Western-Tanta,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01205007799 - 01205007788,,"Al -Batratuchi St., next to Zahrat Al -Madina Hotel, Tanta, Western"
House of liver and digestive system,https://healtheg.com/ar/Item/3285/دار-الكبد-والجهاز-الهضمى,"Al -Montazah Square St. Square Hospital, Zagazig, Sharqia",Eastern-Zagazig,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0552370796 - 01206661145,,"Al -Montazah Square St. Square Hospital, Zagazig, Sharqia"
House of Women,https://healtheg.com/ar/Item/101/دار-المرأة,"Customer service, Heliopolis, Cairo",Cairo-Heliopolis,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,16118,,"Customer service, Heliopolis, Cairo"
House of Women,https://healtheg.com/ar/Item/98/دار-المراة,"60 Caliph Al -Mamoun St. - Queen Center Building, in front of the Mall of the Asr Souk, Heliopolis, Cairo",Cairo-Heliopolis,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,16118 - 0224510550 - 0222583050 - 0222593050 - 0222583300,,"60 Caliph Al -Mamoun St. - Queen Center Building, in front of the Mall of the Asr Souk, Heliopolis, Cairo"
The healing house,https://healtheg.com/ar/Item/1309/دارالشفاء,"Muawiyah St., Tanta, Western",Western-Tanta,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0403274001 - 0403274002 - 0403274003 - 0403274005,,"Muawiyah St., Tanta, Western"
Diet Clinic,https://healtheg.com/ar/Item/1560/دايت-كلينيك,"475 Freedom Road, Polkeli, Alexandria",Alexandria-Polclip,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,035452672,,"475 Freedom Road, Polkeli, Alexandria"
Dream Medical,https://healtheg.com/ar/Item/3188/دريم-ميديكال,"Next to the Menouf Police Department, Menouf, Menoufia",Menoufia-Menouf,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0483655569 - 01226156146 - 01000696788 - 01001967014,,"Next to the Menouf Police Department, Menouf, Menoufia"
Dr. Egypt,https://healtheg.com/ar/Item/58/دكتور-مصر,"10 Abu Bakr Al -Siddiq St., Heliopolis, Cairo",Cairo-Heliopolis,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01288558900 - 01004825728 - 01225646486,,"10 Abu Bakr Al -Siddiq St., Heliopolis, Cairo"
Deco International,https://healtheg.com/ar/Item/1312/ديكو-انترناشيونال,"Shifa St. - Al -Majlis, next to the Central Hospital of Safaga, Al -Qura Road, Safaga",Red Sea-Svaga,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01221741533,,"Shifa St. - Al -Majlis, next to the Central Hospital of Safaga, Al -Qura Road, Safaga"
Dental Clinic,https://healtheg.com/ar/Item/1555/دينتال-كلينك,"6 Naguib Al -Rihani St., Raml Station, Alexandria",Alexandria-Sand Station,Translation Failed,N/A,https://healtheg.com//content/images/healtheg_300.png,034832053,,"6 Naguib Al -Rihani St., Raml Station, Alexandria"
Dental Kiir Ajibet - Dr. Tamer Badr,https://healtheg.com/ar/Item/53593/دينتال-كير-أيجيبت---د-تامر-بدر,"Dar Al Fouad Hospital, Medical Tower, Sixth Role, 605 Clinic, Nasr City, Cairo",Cairo-Nasr Country,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0103 011 8022,,"Dar Al Fouad Hospital, Medical Tower, Sixth Role, 605 Clinic, Nasr City, Cairo"
Diet for physical therapy,https://healtheg.com/ar/Item/1633/رجيم-للعلاج-الطبيعى,"379 Faisal St., Faisal, Giza",Giza-Faisal,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01005058499,,"379 Faisal St., Faisal, Giza"
Center care,https://healtheg.com/ar/Item/1320/رعاية-سنتر,"5 Tanta St., next to the Al -Kwabji Mosque, Agouza, Giza",Giza-Agouza,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,19545,,"5 Tanta St., next to the Al -Kwabji Mosque, Agouza, Giza"
Cleanc care,https://healtheg.com/ar/Item/1571/رعاية-كلينيك,"Liega compound - floor 2, entrance 2 - in front of Sheikh Zayed Specialist Hospital, 6th of October, Giza",Giza-October,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0238500900 - 01024440751 - 01024440752 - 01229897277,,"Liega compound - floor 2, entrance 2 - in front of Sheikh Zayed Specialist Hospital, 6th of October, Giza"
Care Egypt,https://healtheg.com/ar/Item/1030/رعاية-مصر,"11 Rabaa Al -Adawiya St. - Al -Khalafawi, close to Al -Fateh supermarket, Al -Sahel, Cairo",Cairo-Coast,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01220440631 - 01127000500,,"11 Rabaa Al -Adawiya St. - Al -Khalafawi, close to Al -Fateh supermarket, Al -Sahel, Cairo"
Signant Center,https://healtheg.com/ar/Item/1317/سنتر-الماهر,"Ahmed Orabi St., Al -Arbaeen district, Suez",Suez-forty-year-old,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01005263356,,"Ahmed Orabi St., Al -Arbaeen district, Suez"
Mustafa Center,https://healtheg.com/ar/Item/110/سنتر-المصطفى,"87 Ain Shams St., behind the Police Representatives Institute, Ain Shams, Cairo",Cairo-Ain Shams,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0224992028 - 0224992031,,"87 Ain Shams St., behind the Police Representatives Institute, Ain Shams, Cairo"
Al -Mataroui Center,https://healtheg.com/ar/Item/1318/سنتر-المطراوى,"Al -Sayeda Zainab St., Al -Asafra Qebli, Alexandria",Alexandria-Asfara before me,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,035334373,,"Al -Sayeda Zainab St., Al -Asafra Qebli, Alexandria"
Queen Centre,https://healtheg.com/ar/Item/108/سنتر-الملكة,"87 Rawd Al -Faraj St. Duran Shubra, Shubra, Cairo",Cairo-Shubra Egypt,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0224573469 - 01005125713,,"87 Rawd Al -Faraj St. Duran Shubra, Shubra, Cairo"
Sonata Clinic,https://healtheg.com/ar/Item/258/سوناتا-كلينك,"53 Nakhleh Al -Mutawi St., Heliopolis, Cairo",Cairo-Heliopolis,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01011996665 - 01114445229,,"53 Nakhleh Al -Mutawi St., Heliopolis, Cairo"
CHC - Al -Shifa and Al -Amal Charitable Center,https://healtheg.com/ar/Item/3263/سى-اتش-سى---مركز-الشفاء-والامل-الخيرى,"27 Aqel Pasha St., in front of the Justice Pharmacy, Sidi Bishr Qibli, Alexandria",Alexandria-Plut,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,035291745 - 035299911 - 035291745,,"27 Aqel Pasha St., in front of the Justice Pharmacy, Sidi Bishr Qibli, Alexandria"
City Clinic Medical Services,https://healtheg.com/ar/Item/1607/سيتى-كلينيك-للخدمات-الطبية,"Administrative Building 4 - - Ballali Hills - Floor 1, Sixth of October, Giza",Giza-October,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0238571591 - 01009377711 - 01003779314 - 01020443304,,"Administrative Building 4 - - Ballali Hills - Floor 1, Sixth of October, Giza"
Sidra,https://healtheg.com/ar/Item/113/سيدرا,"14 Extension of the Covenant St., Gardens of the Dome, Cairo",Cairo-Dome Gardens,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0226014380 - 01111443111,,"14 Extension of the Covenant St., Gardens of the Dome, Cairo"
Shaker Clinic,https://healtheg.com/ar/Item/1570/شاكر-كلينيك,"14 Ezz El -Din Omar St., next to Muharram School, Al -Haram, Giza",Giza-the pyramid,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01149539529,,"14 Ezz El -Din Omar St., next to Muharram School, Al -Haram, Giza"
Doctor 24-7,https://healtheg.com/ar/Item/115/طبيبى-24-7,"Emergency service, Maadi, Cairo",Cairo-Maadi,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,16724,,"Emergency service, Maadi, Cairo"
Tanta Lizik,https://healtheg.com/ar/Item/1679/طنطا-ليزك,"67 Army St., in front of the Tanta Education University Hospital, Tanta, Gharbia",Western-Tanta,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0403274044 - 01287212345,,"67 Army St., in front of the Tanta Education University Hospital, Tanta, Gharbia"
Adel Al -Arian,https://healtheg.com/ar/Item/116/عادل-العريان,"Mustafa Al -Kurdi St., Shubra, Cairo",Cairo-Shubra Egypt,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0222014639,,"Mustafa Al -Kurdi St., Shubra, Cairo"
Ooch,https://healtheg.com/ar/Item/117/عوف,"Al Basateen St. Al Basateen, Cairo",Cairo-orchards,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0225184910,,"Al Basateen St. Al Basateen, Cairo"
Ibn Sina clinics,https://healtheg.com/ar/Item/122/عيادات-ابن-سينا,"39 Al -Farid St., Ezbet Al -Nakhl, Cairo",Cairo-Izbat Al-Nakhl,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0226618153,,"39 Al -Farid St., Ezbet Al -Nakhl, Cairo"
Ibn Sina Medical Clinics,https://healtheg.com/ar/Item/1385/عيادات-ابن-سينا-الطبية,"99 Uthman Muharram St., Al -Haram, Giza",Giza-the pyramid,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0235621294 - 01115205454,,"99 Uthman Muharram St., Al -Haram, Giza"
Abu Al -Azzim clinics,https://healtheg.com/ar/Item/1392/عيادات-ابو-العزايم,"20 El -Laithy St., Al -Haram, Giza",Giza-the pyramid,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0235823504,,"20 El -Laithy St., Al -Haram, Giza"
